HPC,Project,Submit_Pt,CHTC_Total,HTC,Domain,Dept,OSG,CHTC_Supported,College,Total,Traditional
0,psychiatry_tononi,chtc,200,2,Med/Pharm/Vet,Psychiatry,0,2,Medicine and Public Health,2,no
0,horticulture_endelman,chtc,226200,2262,Life Sciences,Horticulture,0,2262,Agricultural and Life Sciences,2262,no
0,bme_beebe,chtc,7930237,793,Engineering,Biomedical Engineering,237,1600,Engineering,1600,yes
263,loci_eliceiri,chtc,2630,0,Engineering,Biomedical Engineering,0,263,Engineering,263,yes
0,bacteriology_mcmahon,chtc,0,0,Life Sciences,Bacteriology,0,1208,Agricultural and Life Sciences,1208,no
0,bacteriology_mcmahon,chtc,61000,610,Life Sciences,Bacteriology,0,610,Agricultural and Life Sciences,610,no
0,wid_biology_vetsigian,chtc,56500,565,Life Sciences,Bacteriology,0,565,Agricultural and Life Sciences,565,no
482,bacteriology_rey,chtc,4820,0,Life Sciences,Bacteriology,0,482,Agricultural and Life Sciences,482,no
0,bacteriology_rey,chtc,4400,44,Life Sciences,Bacteriology,0,44,Agricultural and Life Sciences,44,no
0,medicine_pepperell,chtc,93800,938,Med/Pharm/Vet,Medicine,0,938,Medicine and Public Health,938,no
0,medicine_pepperell,chtc,500,5,Med/Pharm/Vet,Medicine,0,5,Medicine and Public Health,5,no
0,forestrywildlife_townsend,chtc,81100,811,Life Sciences,Forestry and Wildlife Ecology,0,811,Agricultural and Life Sciences,811,no
0,naturalsciences_parks,chtc,25500,255,Life Sciences,Nutritional Sciences,0,256,Agricultural and Life Sciences,256,no
122,surgery_jiang,chtc,1220,0,Med/Pharm/Vet,Surgery,0,122,Medicine and Public Health,122,no
